"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
15,"Gloucester",4880,"South Harrison Twp",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,200000.00,0.00
15,"Gloucester",4880,"South Harrison Twp",630,"'10-310","Withdrawal from Maintenance Reserve",0.00,200000.00,0.00
15,"Gloucester",4880,"South Harrison Twp",710,"'","Adjustment for Prior Year Encumbrances",0.00,40192.00,0.00
15,"Gloucester",4880,"South Harrison Twp",715,"'","Actual Revenues (Over)/Under Expenditures",97106.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",720,"'","Total Operating Budget",5128692.00,5783428.00,6108567.00
15,"Gloucester",4880,"South Harrison Twp",737,"'20-1760","Student Activity Fund Revenue",24237.00,30000.00,30000.00
15,"Gloucester",4880,"South Harrison Twp",745,"'20-1XXX","Total Revenues from Local Sources",24237.00,30000.00,30000.00
15,"Gloucester",4880,"South Harrison Twp",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",0.00,20000.00,0.00
15,"Gloucester",4880,"South Harrison Twp",760,"'20-3218","Preschool Education Aid",1016333.00,1044039.00,1081299.00
15,"Gloucester",4880,"South Harrison Twp",765,"'20-32XX","Other Restricted Entitlements",0.00,30000.00,0.00
15,"Gloucester",4880,"South Harrison Twp",770,"'","Total Revenues from State Sources",1016333.00,1094039.00,1081299.00
15,"Gloucester",4880,"South Harrison Twp",775,"'20-4411-4416","Title I",19778.00,26401.00,20000.00
15,"Gloucester",4880,"South Harrison Twp",780,"'20-4451-4455","Title II",1530.00,9193.00,5000.00
15,"Gloucester",4880,"South Harrison Twp",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",74681.00,75538.00,50000.00
15,"Gloucester",4880,"South Harrison Twp",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",26437.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",11792.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",12543.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",814,"'20-4540","Arp-ESSER",68825.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",823,"'20-4534","CRRSA Act-ESSER II",436.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",825,"'20-4XXX","Other",84928.00,43257.00,30000.00
15,"Gloucester",4880,"South Harrison Twp",830,"'","Total Revenues from Federal Sources",300950.00,154389.00,105000.00
15,"Gloucester",4880,"South Harrison Twp",835,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",57200.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",0.00,90786.00,94026.00
15,"Gloucester",4880,"South Harrison Twp",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",5932.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",840,"'","Total Grants and Entitlements",1404652.00,1369214.00,1310325.00
15,"Gloucester",4880,"South Harrison Twp",860,"'40-1210","Local Tax Levy",722340.00,721533.00,727992.00
15,"Gloucester",4880,"South Harrison Twp",885,"'","Total Revenues from Local Sources",722340.00,721533.00,727992.00
15,"Gloucester",4880,"South Harrison Twp",890,"'40-3160","Debt Service Aid Type II",172260.00,172067.00,173608.00
15,"Gloucester",4880,"South Harrison Twp",895,"'","Total Local Repayment of Debt",894600.00,893600.00,901600.00
15,"Gloucester",4880,"South Harrison Twp",935,"'","Total Repayment of Debt",894600.00,893600.00,901600.00
15,"Gloucester",4880,"South Harrison Twp",1000,"'","Total Revenues/Sources",7427944.00,8046242.00,8320492.00
15,"Gloucester",4880,"South Harrison Twp",1001,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",57200.00,0.00,0.00
15,"Gloucester",4880,"South Harrison Twp",1002,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",0.00,90786.00,94026.00
15,"Gloucester",4880,"South Harrison Twp",1010,"'","Total Revenues/Sources Net of Transfers",7370744.00,7955456.00,8226466.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",100,"'10-1210","Local Tax Levy-Base Budget",16860328.00,17197535.00,17713461.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",114,"'10-121x","Total Tax Levy",16860328.00,17197535.00,17713461.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",190,"'10-1300","Total Tuition",1459799.00,2140630.00,1986166.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",250,"'10-1420-1440","Transportation Fees from Other Local Education Authorities",1185398.00,1100000.00,1100000.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",432380.00,694001.00,883500.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,200.00,200.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",44.00,200.00,200.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",370,"'","Total Revenues from Local Sources",19937949.00,21132566.00,21683527.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",410,"'10-3116","School Choice Aid",520458.00,608109.00,757742.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",420,"'10-3121","Categorical Transportation Aid",668879.00,668879.00,1076424.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",430,"'10-3131","Extraordinary Aid",401070.00,200000.00,325000.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",440,"'10-3132","Categorical Special Education Aid",1624387.00,1625743.00,2225878.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",460,"'10-3176","Equalization Aid",12044423.00,12044423.00,11825761.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",470,"'10-3177","Categorical Security Aid",260074.00,260074.00,347002.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",500,"'10-3XXX","Other State Aids",43245.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",520,"'","Total Revenues from State Sources",15562536.00,15407228.00,16557807.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",540,"'10-4200","Medicaid Reimbursement",42994.00,59572.00,4498.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",570,"'","Total Revenues from Federal Sources",42994.00,59572.00,4498.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1500816.00,1402112.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",680,"'10-5200","Transfers from Other Funds",38964.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",710,"'","Adjustment for Prior Year Encumbrances",0.00,1535941.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",715,"'","Actual Revenues (Over)/Under Expenditures",-50511.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",720,"'","Total Operating Budget",35531932.00,39636123.00,39647944.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",737,"'20-1760","Student Activity Fund Revenue",738358.00,525000.00,525000.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",738,"'20-1770","Scholarship Fund Revenue",89835.00,75000.00,75000.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",740,"'20-1XXX","Other Revenue from Local Sources",352.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",745,"'20-1XXX","Total Revenues from Local Sources",828545.00,600000.00,600000.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",0.00,83815.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",762,"'20-3212","Nonpublic Teacher Stem Grant",135179.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",765,"'20-32XX","Other Restricted Entitlements",11537.00,1246665.00,85912.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",766,"'20-3291","Climate Awareness Education Grant",0.00,125000.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",770,"'","Total Revenues from State Sources",146716.00,1455480.00,85912.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",775,"'20-4411-4416","Title I",327920.00,224858.00,179466.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",780,"'20-4451-4455","Title II",41382.00,38225.00,28167.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",785,"'20-4491-4494","Title III",1516.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",790,"'20-4471-4474","Title IV",13148.00,23460.00,12707.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",552808.00,560343.00,399801.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",806,"'20-4541","Arp ESSER Subgrant-Accelerated Learning Coaching and Educator Support Grant",23262.00,92571.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",0.00,40000.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",0.00,11183.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",810,"'20-4430","Vocational Education",0.00,94238.00,76026.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",814,"'20-4540","Arp-ESSER",0.00,88754.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",823,"'20-4534","CRRSA Act-ESSER II",235390.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",824,"'20-4535","CRRSA Act-Learning Acceleration Grant",14955.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",825,"'20-4XXX","Other",662385.00,4671.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",830,"'","Total Revenues from Federal Sources",1872766.00,1178303.00,696167.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",-16749.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",12500.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",840,"'","Total Grants and Entitlements",2843778.00,3233783.00,1382079.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",860,"'40-1210","Local Tax Levy",641887.00,644514.00,641764.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",885,"'","Total Revenues from Local Sources",641887.00,644514.00,641764.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",895,"'","Total Local Repayment of Debt",641887.00,644514.00,641764.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",930,"'","Actual Revenues (Over)/Under Expenditures",2.00,0.00,0.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",935,"'","Total Repayment of Debt",641889.00,644514.00,641764.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",1000,"'","Total Revenues/Sources",39017599.00,43514420.00,41671787.00
15,"Gloucester",4940,"Delsea Regional H.S Dist.",1010,"'","Total Revenues/Sources Net of Transfers",39017599.00,43514420.00,41671787.00
15,"Gloucester",5120,"Swedesboro-Woolwich",100,"'10-1210","Local Tax Levy-Base Budget",16627259.00,18368822.00,19288145.00
15,"Gloucester",5120,"Swedesboro-Woolwich",114,"'10-121x","Total Tax Levy",16627259.00,18368822.00,19288145.00
15,"Gloucester",5120,"Swedesboro-Woolwich",190,"'10-1300","Total Tuition",13224.00,64248.00,7000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",250,"'10-1420-1440","Transportation Fees from Other Local Education Authorities",0.00,0.00,108000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",260,"'10-1910","Rents and Royalties",4257.00,0.00,25000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",265053.00,431000.00,159998.00
15,"Gloucester",5120,"Swedesboro-Woolwich",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,0.00,1.00
15,"Gloucester",5120,"Swedesboro-Woolwich",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,0.00,1.00
15,"Gloucester",5120,"Swedesboro-Woolwich",370,"'","Total Revenues from Local Sources",16909793.00,18864070.00,19588145.00
15,"Gloucester",5120,"Swedesboro-Woolwich",420,"'10-3121","Categorical Transportation Aid",665956.00,778411.00,778948.00
15,"Gloucester",5120,"Swedesboro-Woolwich",430,"'10-3131","Extraordinary Aid",246731.00,175000.00,125000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",440,"'10-3132","Categorical Special Education Aid",1357452.00,1761137.00,2066417.00
15,"Gloucester",5120,"Swedesboro-Woolwich",460,"'10-3176","Equalization Aid",9674028.00,9674028.00,10063972.00
15,"Gloucester",5120,"Swedesboro-Woolwich",470,"'10-3177","Categorical Security Aid",162836.00,243648.00,295320.00
15,"Gloucester",5120,"Swedesboro-Woolwich",500,"'10-3XXX","Other State Aids",57725.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",506,"'10-3301","State Reimbursement for Menstrual Products",0.00,0.00,100.00
15,"Gloucester",5120,"Swedesboro-Woolwich",520,"'","Total Revenues from State Sources",12164728.00,12632224.00,13329757.00
15,"Gloucester",5120,"Swedesboro-Woolwich",540,"'10-4200","Medicaid Reimbursement",21491.00,34726.00,4037.00
15,"Gloucester",5120,"Swedesboro-Woolwich",570,"'","Total Revenues from Federal Sources",21491.00,34726.00,4037.00
15,"Gloucester",5120,"Swedesboro-Woolwich",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,206130.00,189346.00
15,"Gloucester",5120,"Swedesboro-Woolwich",710,"'","Adjustment for Prior Year Encumbrances",0.00,172738.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",715,"'","Actual Revenues (Over)/Under Expenditures",2229018.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",720,"'","Total Operating Budget",31325030.00,31909888.00,33111285.00
15,"Gloucester",5120,"Swedesboro-Woolwich",737,"'20-1760","Student Activity Fund Revenue",135524.00,20000.00,20000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",740,"'20-1XXX","Other Revenue from Local Sources",71958.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",745,"'20-1XXX","Total Revenues from Local Sources",207482.00,20000.00,20000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",71485.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",765,"'20-32XX","Other Restricted Entitlements",48628.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",770,"'","Total Revenues from State Sources",120113.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",775,"'20-4411-4416","Title I",66151.00,60876.00,90000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",780,"'20-4451-4455","Title II",15200.00,23871.00,20000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",785,"'20-4491-4494","Title III",32959.00,10000.00,6000.00
15,"Gloucester",5120,"Swedesboro-Woolwich",790,"'20-4471-4474","Title IV",9000.00,8500.00,7225.00
15,"Gloucester",5120,"Swedesboro-Woolwich",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",350421.00,297858.00,297513.00
15,"Gloucester",5120,"Swedesboro-Woolwich",814,"'20-4540","Arp-ESSER",204955.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",823,"'20-4534","CRRSA Act-ESSER II",133545.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",824,"'20-4535","CRRSA Act-Learning Acceleration Grant",25000.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",825,"'20-4XXX","Other",107174.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",830,"'","Total Revenues from Federal Sources",944405.00,401105.00,420738.00
15,"Gloucester",5120,"Swedesboro-Woolwich",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",-8669.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",840,"'","Total Grants and Entitlements",1263331.00,421105.00,440738.00
15,"Gloucester",5120,"Swedesboro-Woolwich",855,"'40-5210","Transfers from Capital Reserve",9381.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",860,"'40-1210","Local Tax Levy",2836966.00,2830740.00,2826261.00
15,"Gloucester",5120,"Swedesboro-Woolwich",885,"'","Total Revenues from Local Sources",2836966.00,2830740.00,2826261.00
15,"Gloucester",5120,"Swedesboro-Woolwich",890,"'40-3160","Debt Service Aid Type II",487996.00,495029.00,504858.00
15,"Gloucester",5120,"Swedesboro-Woolwich",895,"'","Total Local Repayment of Debt",3334343.00,3325769.00,3331119.00
15,"Gloucester",5120,"Swedesboro-Woolwich",930,"'","Actual Revenues (Over)/Under Expenditures",1.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",935,"'","Total Repayment of Debt",3334344.00,3325769.00,3331119.00
15,"Gloucester",5120,"Swedesboro-Woolwich",1000,"'","Total Revenues/Sources",35922705.00,35656762.00,36883142.00
15,"Gloucester",5120,"Swedesboro-Woolwich",1003,"'40-5210","Deduct Transfer-Transfers from Capital Reserve",9381.00,0.00,0.00
15,"Gloucester",5120,"Swedesboro-Woolwich",1010,"'","Total Revenues/Sources Net of Transfers",35913324.00,35656762.00,36883142.00
15,"Gloucester",5500,"Washington Twp",100,"'10-1210","Local Tax Levy-Base Budget",94430756.00,98172949.00,105177286.00
15,"Gloucester",5500,"Washington Twp",114,"'10-121x","Total Tax Levy",94430756.00,98172949.00,105177286.00
15,"Gloucester",5500,"Washington Twp",190,"'10-1300","Total Tuition",295784.00,400000.00,350000.00
15,"Gloucester",5500,"Washington Twp",260,"'10-1910","Rents and Royalties",66180.00,75000.00,75000.00
15,"Gloucester",5500,"Washington Twp",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",1356064.00,500000.00,650000.00
15,"Gloucester",5500,"Washington Twp",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",40967.00,5000.00,5000.00
15,"Gloucester",5500,"Washington Twp",350,"'10-1XXX","Other Restricted Miscellaneous Revenues / Paycheck Protection Program (Apssds Only)",113758.00,92000.00,112000.00
15,"Gloucester",5500,"Washington Twp",370,"'","Total Revenues from Local Sources",96303509.00,99244949.00,106369286.00
15,"Gloucester",5500,"Washington Twp",420,"'10-3121","Categorical Transportation Aid",2909313.00,2909313.00,3760515.00
15,"Gloucester",5500,"Washington Twp",430,"'10-3131","Extraordinary Aid",2218527.00,2500000.00,2500000.00
15,"Gloucester",5500,"Washington Twp",440,"'10-3132","Categorical Special Education Aid",5556586.00,7152534.00,8818648.00
15,"Gloucester",5500,"Washington Twp",460,"'10-3176","Equalization Aid",32710025.00,32710025.00,28316272.00
15,"Gloucester",5500,"Washington Twp",470,"'10-3177","Categorical Security Aid",944104.00,944104.00,1509062.00
15,"Gloucester",5500,"Washington Twp",500,"'10-3XXX","Other State Aids",712555.00,0.00,252044.00
15,"Gloucester",5500,"Washington Twp",520,"'","Total Revenues from State Sources",45051110.00,46215976.00,45156541.00
15,"Gloucester",5500,"Washington Twp",540,"'10-4200","Medicaid Reimbursement",203200.00,219828.00,29169.00
15,"Gloucester",5500,"Washington Twp",545,"'10-42XX","Other Federal Grant Revenue-Passed Through State",67796.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",570,"'","Total Revenues from Federal Sources",270996.00,219828.00,29169.00
15,"Gloucester",5500,"Washington Twp",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,10500000.00,0.00
15,"Gloucester",5500,"Washington Twp",600,"'10-307","Withdrawal from Capital Reserve for Local Share",4033745.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",677,"'10-315","Withdrawal from Bus Advertising Reserve for Fuel Costs",12390.00,13486.00,9597.00
15,"Gloucester",5500,"Washington Twp",710,"'","Adjustment for Prior Year Encumbrances",0.00,379027.00,0.00
15,"Gloucester",5500,"Washington Twp",715,"'","Actual Revenues (Over)/Under Expenditures",7463956.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",720,"'","Total Operating Budget",153135706.00,156573266.00,151564593.00
15,"Gloucester",5500,"Washington Twp",737,"'20-1760","Student Activity Fund Revenue",1740457.00,799622.00,572151.00
15,"Gloucester",5500,"Washington Twp",738,"'20-1770","Scholarship Fund Revenue",5217.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",740,"'20-1XXX","Other Revenue from Local Sources",147024.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",745,"'20-1XXX","Total Revenues from Local Sources",1892698.00,799622.00,572151.00
15,"Gloucester",5500,"Washington Twp",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",604187.00,604186.00,1230560.00
15,"Gloucester",5500,"Washington Twp",760,"'20-3218","Preschool Education Aid",2044025.00,8633542.00,9176402.00
15,"Gloucester",5500,"Washington Twp",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",173776.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",765,"'20-32XX","Other Restricted Entitlements",0.00,6235.00,4988.00
15,"Gloucester",5500,"Washington Twp",770,"'","Total Revenues from State Sources",2821988.00,9243963.00,10411950.00
15,"Gloucester",5500,"Washington Twp",775,"'20-4411-4416","Title I",790735.00,893368.00,714694.00
15,"Gloucester",5500,"Washington Twp",780,"'20-4451-4455","Title II",160593.00,151813.00,121450.00
15,"Gloucester",5500,"Washington Twp",785,"'20-4491-4494","Title III",14050.00,7142.00,5714.00
15,"Gloucester",5500,"Washington Twp",790,"'20-4471-4474","Title IV",53119.00,64191.00,51353.00
15,"Gloucester",5500,"Washington Twp",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",2262671.00,2189423.00,1751538.00
15,"Gloucester",5500,"Washington Twp",807,"'20-4542","Arp ESSER Subgrant-Evidence-Based Summer Learning and Enrichment Activities Grant",34934.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",808,"'20-4543","Arp ESSER Subgrant-Evidence-Based Comprehensive Beyond the School Day Activities Grant",40882.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",809,"'20-4544","Arp ESSER Subgrant-New Jersey Tiered System of Supports (Njtss) Mental Health Support Staffing Gra",45000.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",810,"'20-4430","Vocational Education",39121.00,42792.00,34234.00
15,"Gloucester",5500,"Washington Twp",814,"'20-4540","Arp-ESSER",1589118.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",825,"'20-4XXX","Other",579058.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",827,"'20-4537","Additional Or Compensatory Special Education and Related Services (Acsers)",302932.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",830,"'","Total Revenues from Federal Sources",5912213.00,3348729.00,2678983.00
15,"Gloucester",5500,"Washington Twp",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",691535.00,979438.00,1059563.00
15,"Gloucester",5500,"Washington Twp",837,"'","Actual Revenues (Over)/Under Expenditures-Student Activity Fund",42771.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",838,"'","Actual Revenues (Over)/Under Expenditures-Scholarship Fund",17509.00,0.00,0.00
15,"Gloucester",5500,"Washington Twp",840,"'","Total Grants and Entitlements",11378714.00,14371752.00,14722647.00
15,"Gloucester",5500,"Washington Twp",860,"'40-1210","Local Tax Levy",1281900.00,1306900.00,1289300.00
15,"Gloucester",5500,"Washington Twp",885,"'","Total Revenues from Local Sources",1281900.00,1306900.00,1289300.00
15,"Gloucester",5500,"Washington Twp",895,"'","Total Local Repayment of Debt",1281900.00,1306900.00,1289300.00
15,"Gloucester",5500,"Washington Twp",935,"'","Total Repayment of Debt",1281900.00,1306900.00,1289300.00
15,"Gloucester",5500,"Washington Twp",1000,"'","Total Revenues/Sources",165796320.00,172251918.00,167576540.00
15,"Gloucester",5500,"Washington Twp",1002,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",691535.00,979438.00,1059563.00
15,"Gloucester",5500,"Washington Twp",1010,"'","Total Revenues/Sources Net of Transfers",165104785.00,171272480.00,166516977.00
15,"Gloucester",5590,"Wenonah Boro",100,"'10-1210","Local Tax Levy-Base Budget",3075335.00,3293114.00,3358976.00
15,"Gloucester",5590,"Wenonah Boro",114,"'10-121x","Total Tax Levy",3075335.00,3293114.00,3358976.00
15,"Gloucester",5590,"Wenonah Boro",190,"'10-1300","Total Tuition",39940.00,28500.00,48516.00
15,"Gloucester",5590,"Wenonah Boro",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",5749.00,1500.00,1500.00
15,"Gloucester",5590,"Wenonah Boro",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",704.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",370,"'","Total Revenues from Local Sources",3121728.00,3323114.00,3408992.00
15,"Gloucester",5590,"Wenonah Boro",430,"'10-3131","Extraordinary Aid",19817.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",440,"'10-3132","Categorical Special Education Aid",134037.00,134037.00,189200.00
15,"Gloucester",5590,"Wenonah Boro",460,"'10-3176","Equalization Aid",62311.00,57763.00,0.00
15,"Gloucester",5590,"Wenonah Boro",470,"'10-3177","Categorical Security Aid",0.00,0.00,14108.00
15,"Gloucester",5590,"Wenonah Boro",500,"'10-3XXX","Other State Aids",0.00,2047.00,0.00
15,"Gloucester",5590,"Wenonah Boro",520,"'","Total Revenues from State Sources",216165.00,193847.00,203308.00
15,"Gloucester",5590,"Wenonah Boro",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,114430.00,134048.00
15,"Gloucester",5590,"Wenonah Boro",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,39824.00,0.00
15,"Gloucester",5590,"Wenonah Boro",630,"'10-310","Withdrawal from Maintenance Reserve",0.00,9500.00,0.00
15,"Gloucester",5590,"Wenonah Boro",715,"'","Actual Revenues (Over)/Under Expenditures",207900.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",720,"'","Total Operating Budget",3545793.00,3680715.00,3746348.00
15,"Gloucester",5590,"Wenonah Boro",737,"'20-1760","Student Activity Fund Revenue",15751.00,23321.00,22000.00
15,"Gloucester",5590,"Wenonah Boro",740,"'20-1XXX","Other Revenue from Local Sources",602.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",745,"'20-1XXX","Total Revenues from Local Sources",16353.00,23321.00,22000.00
15,"Gloucester",5590,"Wenonah Boro",761,"'20-3257","Sda Emergent Needs and Capital Maintenance In School Districts",3744.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",766,"'20-3291","Climate Awareness Education Grant",5963.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",770,"'","Total Revenues from State Sources",9707.00,0.00,0.00
15,"Gloucester",5590,"Wenonah Boro",780,"'20-4451-4455","Title II",2807.00,2000.00,1800.00
