"county_id","county_name","district_id","district_name","line_desc","year_1","year_2","year_3","year_4","year_5"
21,"Mercer",1245,"East Windsor Regional","Employee Benefits as a percentage of salaries","30.27%","31.57%","29.11%","29.43%","29.57%"
21,"Mercer",1430,"Ewing Twp","Total Budgetary Comparative Per Pupil Cost",19266,20203,21056,22265,23005
21,"Mercer",1430,"Ewing Twp","Total Classroom Instruction",11500,11660,12459,13030,13780
21,"Mercer",1430,"Ewing Twp","Classroom-Salaries and Benefits",11009,11161,11478,12062,12823
21,"Mercer",1430,"Ewing Twp","Classroom-General Supplies and Textbooks",165,181,208,211,215
21,"Mercer",1430,"Ewing Twp","Classroom-Purchased Services",325,318,773,757,742
21,"Mercer",1430,"Ewing Twp","Total Support Services",3048,3289,3435,3656,3667
21,"Mercer",1430,"Ewing Twp","Support Services-Salaries and Benefits",2569,2770,2816,2940,3080
21,"Mercer",1430,"Ewing Twp","Total Administrative Costs",2040,2112,2164,2313,2295
21,"Mercer",1430,"Ewing Twp","Administration Salaries and Benefits",1624,1679,1686,1769,1803
21,"Mercer",1430,"Ewing Twp","Total Operations and Maintenance of Plant",2228,2658,2469,2702,2747
21,"Mercer",1430,"Ewing Twp","Operations and Maintenance-Salaries and Benefits",1399,1571,1604,1683,1749
21,"Mercer",1430,"Ewing Twp","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",1430,"Ewing Twp","Total Extracurricular Costs",417,440,488,521,470
21,"Mercer",1430,"Ewing Twp","Total Equipment Costs",52,12,0,0,0
21,"Mercer",1430,"Ewing Twp","Legal Costs",60,48,43,33,49
21,"Mercer",1430,"Ewing Twp","Employee Benefits as a percentage of salaries","32.88%","39.47%","40.08%","40.23%","43.26%"
21,"Mercer",1950,"Hamilton Twp","Total Budgetary Comparative Per Pupil Cost",15278,15818,17503,17733,18438
21,"Mercer",1950,"Hamilton Twp","Total Classroom Instruction",9208,9324,10348,10427,10913
21,"Mercer",1950,"Hamilton Twp","Classroom-Salaries and Benefits",8694,8861,9720,9734,10211
21,"Mercer",1950,"Hamilton Twp","Classroom-General Supplies and Textbooks",180,140,271,273,339
21,"Mercer",1950,"Hamilton Twp","Classroom-Purchased Services",334,324,357,420,363
21,"Mercer",1950,"Hamilton Twp","Total Support Services",2444,2544,2801,2827,3016
21,"Mercer",1950,"Hamilton Twp","Support Services-Salaries and Benefits",2049,2158,2337,2368,2483
21,"Mercer",1950,"Hamilton Twp","Total Administrative Costs",1672,1744,1896,1959,1953
21,"Mercer",1950,"Hamilton Twp","Administration Salaries and Benefits",1376,1423,1548,1579,1567
21,"Mercer",1950,"Hamilton Twp","Total Operations and Maintenance of Plant",1679,1913,2138,2186,2220
21,"Mercer",1950,"Hamilton Twp","Operations and Maintenance-Salaries and Benefits",1085,1103,1227,1207,1224
21,"Mercer",1950,"Hamilton Twp","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",1950,"Hamilton Twp","Total Extracurricular Costs",258,272,294,308,307
21,"Mercer",1950,"Hamilton Twp","Total Equipment Costs",7,8,1,11,8
21,"Mercer",1950,"Hamilton Twp","Legal Costs",19,19,25,25,25
21,"Mercer",1950,"Hamilton Twp","Employee Benefits as a percentage of salaries","29.94%","30.93%","34.86%","34.21%","35.36%"
21,"Mercer",2280,"Hopewell Valley Regional","Total Budgetary Comparative Per Pupil Cost",23092,23174,26066,25598,26049
21,"Mercer",2280,"Hopewell Valley Regional","Total Classroom Instruction",14436,14189,15852,15252,15695
21,"Mercer",2280,"Hopewell Valley Regional","Classroom-Salaries and Benefits",13288,13142,14586,13968,14519
21,"Mercer",2280,"Hopewell Valley Regional","Classroom-General Supplies and Textbooks",435,422,488,504,474
21,"Mercer",2280,"Hopewell Valley Regional","Classroom-Purchased Services",713,626,778,781,702
21,"Mercer",2280,"Hopewell Valley Regional","Total Support Services",3694,3967,4587,4556,4614
21,"Mercer",2280,"Hopewell Valley Regional","Support Services-Salaries and Benefits",3440,3684,4134,4148,4204
21,"Mercer",2280,"Hopewell Valley Regional","Total Administrative Costs",1770,1807,1994,2179,2035
21,"Mercer",2280,"Hopewell Valley Regional","Administration Salaries and Benefits",1513,1559,1613,1786,1674
21,"Mercer",2280,"Hopewell Valley Regional","Total Operations and Maintenance of Plant",2347,2347,2677,2681,2668
21,"Mercer",2280,"Hopewell Valley Regional","Operations and Maintenance-Salaries and Benefits",1344,1380,1511,1461,1531
21,"Mercer",2280,"Hopewell Valley Regional","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",2280,"Hopewell Valley Regional","Total Extracurricular Costs",612,621,676,665,708
21,"Mercer",2280,"Hopewell Valley Regional","Total Equipment Costs",90,105,67,76,43
21,"Mercer",2280,"Hopewell Valley Regional","Legal Costs",25,15,45,47,44
21,"Mercer",2280,"Hopewell Valley Regional","Employee Benefits as a percentage of salaries","32.85%","33.96%","33.87%","32.65%","37.29%"
21,"Mercer",2580,"Lawrence Twp","Total Budgetary Comparative Per Pupil Cost",19176,19666,20299,21365,21458
21,"Mercer",2580,"Lawrence Twp","Total Classroom Instruction",11078,11455,11897,12247,12655
21,"Mercer",2580,"Lawrence Twp","Classroom-Salaries and Benefits",10564,10896,11481,11766,12133
21,"Mercer",2580,"Lawrence Twp","Classroom-General Supplies and Textbooks",445,451,347,409,452
21,"Mercer",2580,"Lawrence Twp","Classroom-Purchased Services",69,108,69,72,70
21,"Mercer",2580,"Lawrence Twp","Total Support Services",3281,3294,3669,3756,3994
21,"Mercer",2580,"Lawrence Twp","Support Services-Salaries and Benefits",3014,3037,3317,3374,3586
21,"Mercer",2580,"Lawrence Twp","Total Administrative Costs",1780,1814,1815,1968,1801
21,"Mercer",2580,"Lawrence Twp","Administration Salaries and Benefits",1527,1553,1585,1639,1571
21,"Mercer",2580,"Lawrence Twp","Total Operations and Maintenance of Plant",2558,2600,2412,2867,2456
21,"Mercer",2580,"Lawrence Twp","Operations and Maintenance-Salaries and Benefits",1352,1387,1389,1441,1424
21,"Mercer",2580,"Lawrence Twp","Board Contribution to Food Services",0,14,0,0,0
21,"Mercer",2580,"Lawrence Twp","Total Extracurricular Costs",421,431,440,456,472
21,"Mercer",2580,"Lawrence Twp","Total Equipment Costs",74,134,0,11,0
21,"Mercer",2580,"Lawrence Twp","Legal Costs",18,17,27,29,27
21,"Mercer",2580,"Lawrence Twp","Employee Benefits as a percentage of salaries","27.02%","27.60%","31.03%","30.47%","33.45%"
21,"Mercer",3103,"Mercer Co Special Services School District","Total Budgetary Comparative Per Pupil Cost",77625,81973,91009,91613,95262
21,"Mercer",3103,"Mercer Co Special Services School District","Total Classroom Instruction",44265,46162,51949,51673,53296
21,"Mercer",3103,"Mercer Co Special Services School District","Classroom-Salaries and Benefits",43576,45448,51010,50104,52427
21,"Mercer",3103,"Mercer Co Special Services School District","Classroom-General Supplies and Textbooks",392,413,616,611,551
21,"Mercer",3103,"Mercer Co Special Services School District","Classroom-Purchased Services",297,301,323,958,318
21,"Mercer",3103,"Mercer Co Special Services School District","Total Support Services",19836,20079,21636,21837,22745
21,"Mercer",3103,"Mercer Co Special Services School District","Support Services-Salaries and Benefits",19207,19424,20826,20889,21718
21,"Mercer",3103,"Mercer Co Special Services School District","Total Administrative Costs",6454,7791,8168,8386,9386
21,"Mercer",3103,"Mercer Co Special Services School District","Administration Salaries and Benefits",5115,5207,5588,5702,6427
21,"Mercer",3103,"Mercer Co Special Services School District","Total Operations and Maintenance of Plant",6966,7831,9134,9595,9715
21,"Mercer",3103,"Mercer Co Special Services School District","Operations and Maintenance-Salaries and Benefits",3456,4104,4382,4381,5024
21,"Mercer",3103,"Mercer Co Special Services School District","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",3103,"Mercer Co Special Services School District","Total Extracurricular Costs",2,1,5,5,5
21,"Mercer",3103,"Mercer Co Special Services School District","Total Equipment Costs",76,690,511,538,1000
21,"Mercer",3103,"Mercer Co Special Services School District","Legal Costs",76,147,182,290,287
21,"Mercer",3103,"Mercer Co Special Services School District","Employee Benefits as a percentage of salaries","41.56%","42.43%","47.26%","48.16%","48.63%"
21,"Mercer",3105,"Mercer County Vocational","Total Budgetary Comparative Per Pupil Cost",14187,16614,19308,18493,22246
21,"Mercer",3105,"Mercer County Vocational","Total Classroom Instruction",5774,6963,9055,8622,10314
21,"Mercer",3105,"Mercer County Vocational","Classroom-Salaries and Benefits",4941,5795,6767,6407,7777
21,"Mercer",3105,"Mercer County Vocational","Classroom-General Supplies and Textbooks",571,704,1024,1005,1564
21,"Mercer",3105,"Mercer County Vocational","Classroom-Purchased Services",262,464,1264,1210,974
21,"Mercer",3105,"Mercer County Vocational","Total Support Services",2008,2411,3243,3045,3461
21,"Mercer",3105,"Mercer County Vocational","Support Services-Salaries and Benefits",1893,2151,2723,2560,2947
21,"Mercer",3105,"Mercer County Vocational","Total Administrative Costs",3182,3333,3477,3313,4199
21,"Mercer",3105,"Mercer County Vocational","Administration Salaries and Benefits",2305,1979,2102,1994,2789
21,"Mercer",3105,"Mercer County Vocational","Total Operations and Maintenance of Plant",3119,3760,3388,3360,4065
21,"Mercer",3105,"Mercer County Vocational","Operations and Maintenance-Salaries and Benefits",894,1024,1139,1078,1419
21,"Mercer",3105,"Mercer County Vocational","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",3105,"Mercer County Vocational","Total Extracurricular Costs",0,13,14,39,14
21,"Mercer",3105,"Mercer County Vocational","Total Equipment Costs",290,278,443,540,388
21,"Mercer",3105,"Mercer County Vocational","Legal Costs",45,66,79,88,92
21,"Mercer",3105,"Mercer County Vocational","Employee Benefits as a percentage of salaries","31.79%","32.52%","34.92%","34.63%","38.54%"
21,"Mercer",4255,"Princeton","Total Budgetary Comparative Per Pupil Cost",22331,22671,24487,25103,25220
21,"Mercer",4255,"Princeton","Total Classroom Instruction",13023,13493,14673,14826,14992
21,"Mercer",4255,"Princeton","Classroom-Salaries and Benefits",12436,12748,13893,13991,14185
21,"Mercer",4255,"Princeton","Classroom-General Supplies and Textbooks",274,359,272,322,340
21,"Mercer",4255,"Princeton","Classroom-Purchased Services",313,386,508,512,467
21,"Mercer",4255,"Princeton","Total Support Services",3936,3786,4182,4315,4395
21,"Mercer",4255,"Princeton","Support Services-Salaries and Benefits",3455,3516,3825,3963,4031
21,"Mercer",4255,"Princeton","Total Administrative Costs",2115,2102,2205,2302,2279
21,"Mercer",4255,"Princeton","Administration Salaries and Benefits",1675,1697,1788,1819,1885
21,"Mercer",4255,"Princeton","Total Operations and Maintenance of Plant",2515,2477,2528,2740,2644
21,"Mercer",4255,"Princeton","Operations and Maintenance-Salaries and Benefits",1294,1336,1444,1443,1509
21,"Mercer",4255,"Princeton","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",4255,"Princeton","Total Extracurricular Costs",609,650,709,735,708
21,"Mercer",4255,"Princeton","Total Equipment Costs",21,112,6,39,3
21,"Mercer",4255,"Princeton","Legal Costs",93,135,80,84,80
21,"Mercer",4255,"Princeton","Employee Benefits as a percentage of salaries","29.51%","29.51%","31.83%","30.44%","32.54%"
21,"Mercer",5210,"Trenton Public School District","Total Budgetary Comparative Per Pupil Cost",18679,19149,23102,23766,24083
21,"Mercer",5210,"Trenton Public School District","Total Classroom Instruction",9534,10128,11916,11715,12597
21,"Mercer",5210,"Trenton Public School District","Classroom-Salaries and Benefits",8505,8518,10294,10016,10203
21,"Mercer",5210,"Trenton Public School District","Classroom-General Supplies and Textbooks",325,857,676,761,1578
21,"Mercer",5210,"Trenton Public School District","Classroom-Purchased Services",705,754,947,939,816
21,"Mercer",5210,"Trenton Public School District","Total Support Services",3003,3180,3785,3819,3483
21,"Mercer",5210,"Trenton Public School District","Support Services-Salaries and Benefits",1695,1787,2167,2083,2102
21,"Mercer",5210,"Trenton Public School District","Total Administrative Costs",1934,1894,2091,2146,2129
21,"Mercer",5210,"Trenton Public School District","Administration Salaries and Benefits",1651,1555,1710,1655,1645
21,"Mercer",5210,"Trenton Public School District","Total Operations and Maintenance of Plant",4053,3785,5008,5809,5609
21,"Mercer",5210,"Trenton Public School District","Operations and Maintenance-Salaries and Benefits",998,1071,1237,1196,1205
21,"Mercer",5210,"Trenton Public School District","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",5210,"Trenton Public School District","Total Extracurricular Costs",97,97,142,135,121
21,"Mercer",5210,"Trenton Public School District","Total Equipment Costs",154,280,330,429,305
21,"Mercer",5210,"Trenton Public School District","Legal Costs",37,45,41,40,44
21,"Mercer",5210,"Trenton Public School District","Restricted Federal and State Revenue other than Preschool Education Aid Included Above",352,347,374,363,605
21,"Mercer",5210,"Trenton Public School District","Employee Benefits as a percentage of salaries","27.25%","24.74%","28.16%","27.37%","27.91%"
21,"Mercer",5510,"Robbinsville Twp","Total Budgetary Comparative Per Pupil Cost",14536,15668,17475,18111,18252
21,"Mercer",5510,"Robbinsville Twp","Total Classroom Instruction",8373,8934,9973,10035,10223
21,"Mercer",5510,"Robbinsville Twp","Classroom-Salaries and Benefits",7767,8137,9275,9139,9560
21,"Mercer",5510,"Robbinsville Twp","Classroom-General Supplies and Textbooks",316,388,301,459,235
21,"Mercer",5510,"Robbinsville Twp","Classroom-Purchased Services",290,409,397,437,429
21,"Mercer",5510,"Robbinsville Twp","Total Support Services",2247,2617,3059,3396,3346
21,"Mercer",5510,"Robbinsville Twp","Support Services-Salaries and Benefits",1980,1997,2381,2506,2615
21,"Mercer",5510,"Robbinsville Twp","Total Administrative Costs",1777,1769,1843,1924,1924
21,"Mercer",5510,"Robbinsville Twp","Administration Salaries and Benefits",1483,1487,1540,1562,1633
21,"Mercer",5510,"Robbinsville Twp","Total Operations and Maintenance of Plant",1641,1837,2034,2207,2153
21,"Mercer",5510,"Robbinsville Twp","Operations and Maintenance-Salaries and Benefits",263,252,318,321,346
21,"Mercer",5510,"Robbinsville Twp","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",5510,"Robbinsville Twp","Total Extracurricular Costs",447,451,498,485,507
21,"Mercer",5510,"Robbinsville Twp","Total Equipment Costs",123,524,50,185,30
21,"Mercer",5510,"Robbinsville Twp","Legal Costs",51,46,49,70,49
21,"Mercer",5510,"Robbinsville Twp","Employee Benefits as a percentage of salaries","22.73%","24.78%","28.73%","27.33%","30.72%"
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Budgetary Comparative Per Pupil Cost",17262,17792,20249,20932,21462
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Classroom Instruction",10299,10812,12037,12119,12767
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Classroom-Salaries and Benefits",9796,10426,11514,11603,12196
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Classroom-General Supplies and Textbooks",443,341,436,428,482
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Classroom-Purchased Services",59,44,87,87,90
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Support Services",2563,2751,3191,3353,3414
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Support Services-Salaries and Benefits",2224,2395,2689,2753,2842
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Administrative Costs",1633,1713,1955,2032,2031
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Administration Salaries and Benefits",1402,1485,1644,1660,1722
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Operations and Maintenance of Plant",2362,2071,2541,2894,2698
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Operations and Maintenance-Salaries and Benefits",458,494,522,539,569
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Board Contribution to Food Services",0,0,0,0,0
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Extracurricular Costs",367,400,461,471,482
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Total Equipment Costs",57,52,0,39,23
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Legal Costs",23,20,34,36,34
21,"Mercer",5715,"W Windsor-Plainsboro Reg","Employee Benefits as a percentage of salaries","26.38%","29.36%","34.33%","33.89%","37.88%"
23,"Middlesex",0750,"Carteret Boro","Total Budgetary Comparative Per Pupil Cost",15576,16638,19648,20108,19664
23,"Middlesex",0750,"Carteret Boro","Total Classroom Instruction",10402,11105,13266,13577,13081
23,"Middlesex",0750,"Carteret Boro","Classroom-Salaries and Benefits",9235,9426,10979,11236,11338
23,"Middlesex",0750,"Carteret Boro","Classroom-General Supplies and Textbooks",329,317,439,450,222
23,"Middlesex",0750,"Carteret Boro","Classroom-Purchased Services",838,1362,1848,1892,1521
23,"Middlesex",0750,"Carteret Boro","Total Support Services",2016,2246,2783,2848,2903
23,"Middlesex",0750,"Carteret Boro","Support Services-Salaries and Benefits",1461,1616,1858,1901,2032
23,"Middlesex",0750,"Carteret Boro","Total Administrative Costs",1508,1433,1477,1512,1511
23,"Middlesex",0750,"Carteret Boro","Administration Salaries and Benefits",1338,1326,1354,1386,1375
23,"Middlesex",0750,"Carteret Boro","Total Operations and Maintenance of Plant",1461,1653,1923,1968,1906
23,"Middlesex",0750,"Carteret Boro","Operations and Maintenance-Salaries and Benefits",842,763,1028,1052,1045
23,"Middlesex",0750,"Carteret Boro","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",0750,"Carteret Boro","Total Extracurricular Costs",173,181,178,182,241
23,"Middlesex",0750,"Carteret Boro","Total Equipment Costs",41,43,0,0,18
23,"Middlesex",0750,"Carteret Boro","Legal Costs",20,19,17,17,22
23,"Middlesex",0750,"Carteret Boro","Employee Benefits as a percentage of salaries","29.20%","33.37%","33.42%","33.42%","34.79%"
23,"Middlesex",0970,"Cranbury Twp","Total Budgetary Comparative Per Pupil Cost",25712,26198,30926,33008,33045
23,"Middlesex",0970,"Cranbury Twp","Total Classroom Instruction",15590,15429,17821,18943,19168
23,"Middlesex",0970,"Cranbury Twp","Classroom-Salaries and Benefits",14013,14041,16047,17104,17180
23,"Middlesex",0970,"Cranbury Twp","Classroom-General Supplies and Textbooks",704,431,693,718,857
23,"Middlesex",0970,"Cranbury Twp","Classroom-Purchased Services",872,957,1082,1121,1131
23,"Middlesex",0970,"Cranbury Twp","Total Support Services",4385,4561,5723,5992,6130
23,"Middlesex",0970,"Cranbury Twp","Support Services-Salaries and Benefits",3371,3480,4301,4516,4682
23,"Middlesex",0970,"Cranbury Twp","Total Administrative Costs",2539,2588,2553,2961,2673
23,"Middlesex",0970,"Cranbury Twp","Administration Salaries and Benefits",2192,2209,1987,2244,2160
23,"Middlesex",0970,"Cranbury Twp","Total Operations and Maintenance of Plant",2752,3201,4282,4481,4500
23,"Middlesex",0970,"Cranbury Twp","Operations and Maintenance-Salaries and Benefits",1231,1354,1903,2026,2065
23,"Middlesex",0970,"Cranbury Twp","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",0970,"Cranbury Twp","Total Extracurricular Costs",418,407,529,609,553
23,"Middlesex",0970,"Cranbury Twp","Total Equipment Costs",17,200,756,978,12
23,"Middlesex",0970,"Cranbury Twp","Legal Costs",102,74,150,155,124
23,"Middlesex",0970,"Cranbury Twp","Employee Benefits as a percentage of salaries","32.25%","35.79%","39.26%","37.99%","43.21%"
23,"Middlesex",1140,"Dunellen Boro","Total Budgetary Comparative Per Pupil Cost",15101,16849,20738,21552,20984
23,"Middlesex",1140,"Dunellen Boro","Total Classroom Instruction",8314,9132,10957,11234,11205
23,"Middlesex",1140,"Dunellen Boro","Classroom-Salaries and Benefits",7696,8467,9437,9546,9727
23,"Middlesex",1140,"Dunellen Boro","Classroom-General Supplies and Textbooks",160,107,426,505,619
23,"Middlesex",1140,"Dunellen Boro","Classroom-Purchased Services",458,559,1094,1183,859
23,"Middlesex",1140,"Dunellen Boro","Total Support Services",2657,2954,4002,4260,4064
23,"Middlesex",1140,"Dunellen Boro","Support Services-Salaries and Benefits",2178,2284,3019,3163,3369
23,"Middlesex",1140,"Dunellen Boro","Total Administrative Costs",2108,2046,2437,2585,2296
23,"Middlesex",1140,"Dunellen Boro","Administration Salaries and Benefits",1724,1587,1905,2001,1765
23,"Middlesex",1140,"Dunellen Boro","Total Operations and Maintenance of Plant",1624,2147,2632,2770,2728
23,"Middlesex",1140,"Dunellen Boro","Operations and Maintenance-Salaries and Benefits",783,1092,1112,1186,1204
23,"Middlesex",1140,"Dunellen Boro","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",1140,"Dunellen Boro","Total Extracurricular Costs",397,571,709,703,691
23,"Middlesex",1140,"Dunellen Boro","Total Equipment Costs",42,19,89,149,89
23,"Middlesex",1140,"Dunellen Boro","Legal Costs",28,59,36,37,33
23,"Middlesex",1140,"Dunellen Boro","Employee Benefits as a percentage of salaries","33.02%","31.51%","36.23%","33.10%","39.37%"
23,"Middlesex",1170,"East Brunswick Twp","Total Budgetary Comparative Per Pupil Cost",18416,19096,19644,19818,19850
23,"Middlesex",1170,"East Brunswick Twp","Total Classroom Instruction",10656,10961,11248,11260,11212
23,"Middlesex",1170,"East Brunswick Twp","Classroom-Salaries and Benefits",10101,10385,10778,10790,10730
23,"Middlesex",1170,"East Brunswick Twp","Classroom-General Supplies and Textbooks",287,243,197,195,194
23,"Middlesex",1170,"East Brunswick Twp","Classroom-Purchased Services",268,333,273,275,288
23,"Middlesex",1170,"East Brunswick Twp","Total Support Services",2991,3285,3452,3495,3495
23,"Middlesex",1170,"East Brunswick Twp","Support Services-Salaries and Benefits",2537,2793,2893,2904,3000
23,"Middlesex",1170,"East Brunswick Twp","Total Administrative Costs",1920,1845,1838,1886,1879
23,"Middlesex",1170,"East Brunswick Twp","Administration Salaries and Benefits",1617,1555,1542,1551,1579
23,"Middlesex",1170,"East Brunswick Twp","Total Operations and Maintenance of Plant",2526,2678,2748,2819,2897
23,"Middlesex",1170,"East Brunswick Twp","Operations and Maintenance-Salaries and Benefits",1079,1104,1043,1049,1031
23,"Middlesex",1170,"East Brunswick Twp","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",1170,"East Brunswick Twp","Total Extracurricular Costs",238,233,250,251,253
23,"Middlesex",1170,"East Brunswick Twp","Total Equipment Costs",40,27,38,18,37
23,"Middlesex",1170,"East Brunswick Twp","Legal Costs",32,45,49,55,55
23,"Middlesex",1170,"East Brunswick Twp","Employee Benefits as a percentage of salaries","30.80%","30.16%","30.65%","30.54%","31.43%"
23,"Middlesex",1290,"Edison Twp","Total Budgetary Comparative Per Pupil Cost",13595,15247,16037,16413,16832
23,"Middlesex",1290,"Edison Twp","Total Classroom Instruction",8726,9621,10022,10149,10513
23,"Middlesex",1290,"Edison Twp","Classroom-Salaries and Benefits",8506,9066,9446,9585,9932
23,"Middlesex",1290,"Edison Twp","Classroom-General Supplies and Textbooks",192,287,372,378,368
23,"Middlesex",1290,"Edison Twp","Classroom-Purchased Services",28,269,204,186,213
23,"Middlesex",1290,"Edison Twp","Total Support Services",1999,2230,2403,2426,2477
23,"Middlesex",1290,"Edison Twp","Support Services-Salaries and Benefits",1698,1850,1943,2086,2072
23,"Middlesex",1290,"Edison Twp","Total Administrative Costs",1317,1484,1550,1611,1611
23,"Middlesex",1290,"Edison Twp","Administration Salaries and Benefits",1074,1187,1236,1294,1289
23,"Middlesex",1290,"Edison Twp","Total Operations and Maintenance of Plant",1324,1638,1774,1947,1940
23,"Middlesex",1290,"Edison Twp","Operations and Maintenance-Salaries and Benefits",935,1046,1089,1137,1173
23,"Middlesex",1290,"Edison Twp","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",1290,"Edison Twp","Total Extracurricular Costs",183,214,215,206,216
23,"Middlesex",1290,"Edison Twp","Total Equipment Costs",108,32,29,92,21
23,"Middlesex",1290,"Edison Twp","Legal Costs",17,17,27,29,21
23,"Middlesex",1290,"Edison Twp","Employee Benefits as a percentage of salaries","25.96%","28.63%","30.79%","29.19%","31.53%"
23,"Middlesex",2150,"Highland Park Boro","Total Budgetary Comparative Per Pupil Cost",18868,21399,21661,22886,23126
23,"Middlesex",2150,"Highland Park Boro","Total Classroom Instruction",10511,11691,11892,12265,12331
23,"Middlesex",2150,"Highland Park Boro","Classroom-Salaries and Benefits",10039,10994,11271,11558,11633
23,"Middlesex",2150,"Highland Park Boro","Classroom-General Supplies and Textbooks",128,313,300,311,290
23,"Middlesex",2150,"Highland Park Boro","Classroom-Purchased Services",344,384,321,397,407
23,"Middlesex",2150,"Highland Park Boro","Total Support Services",3702,4597,4691,5087,5139
23,"Middlesex",2150,"Highland Park Boro","Support Services-Salaries and Benefits",3167,3585,3639,3756,3852
23,"Middlesex",2150,"Highland Park Boro","Total Administrative Costs",2226,2383,2383,2675,2585
23,"Middlesex",2150,"Highland Park Boro","Administration Salaries and Benefits",1772,1966,1884,2008,2038
23,"Middlesex",2150,"Highland Park Boro","Total Operations and Maintenance of Plant",1958,2218,2146,2292,2426
23,"Middlesex",2150,"Highland Park Boro","Operations and Maintenance-Salaries and Benefits",423,420,452,447,525
23,"Middlesex",2150,"Highland Park Boro","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",2150,"Highland Park Boro","Total Extracurricular Costs",468,505,545,562,641
23,"Middlesex",2150,"Highland Park Boro","Total Equipment Costs",72,76,97,120,174
23,"Middlesex",2150,"Highland Park Boro","Legal Costs",66,53,74,76,76
23,"Middlesex",2150,"Highland Park Boro","Employee Benefits as a percentage of salaries","29.45%","30.64%","28.46%","28.51%","30.97%"
23,"Middlesex",2370,"Jamesburg Boro","Total Budgetary Comparative Per Pupil Cost",15066,16898,19959,22003,22345
23,"Middlesex",2370,"Jamesburg Boro","Total Classroom Instruction",9337,10241,11841,12804,13248
23,"Middlesex",2370,"Jamesburg Boro","Classroom-Salaries and Benefits",7642,7580,9109,9841,10465
23,"Middlesex",2370,"Jamesburg Boro","Classroom-General Supplies and Textbooks",359,638,735,805,758
23,"Middlesex",2370,"Jamesburg Boro","Classroom-Purchased Services",1336,2023,1996,2157,2024
23,"Middlesex",2370,"Jamesburg Boro","Total Support Services",2786,3388,3976,4359,4226
23,"Middlesex",2370,"Jamesburg Boro","Support Services-Salaries and Benefits",2285,2357,2898,3179,3158
23,"Middlesex",2370,"Jamesburg Boro","Total Administrative Costs",1857,2094,2224,2737,2649
23,"Middlesex",2370,"Jamesburg Boro","Administration Salaries and Benefits",1375,1529,1618,1813,2010
23,"Middlesex",2370,"Jamesburg Boro","Total Operations and Maintenance of Plant",1011,1110,1808,1981,2077
23,"Middlesex",2370,"Jamesburg Boro","Operations and Maintenance-Salaries and Benefits",517,622,937,1028,1139
23,"Middlesex",2370,"Jamesburg Boro","Board Contribution to Food Services",0,0,0,0,0
23,"Middlesex",2370,"Jamesburg Boro","Total Extracurricular Costs",75,66,112,122,145
23,"Middlesex",2370,"Jamesburg Boro","Total Equipment Costs",27,43,138,151,505
23,"Middlesex",2370,"Jamesburg Boro","Legal Costs",32,49,33,65,35
23,"Middlesex",2370,"Jamesburg Boro","Employee Benefits as a percentage of salaries","29.96%","30.11%","30.77%","30.99%","33.99%"
23,"Middlesex",3120,"Metuchen Boro","Total Budgetary Comparative Per Pupil Cost",16987,17503,19495,19394,19293
23,"Middlesex",3120,"Metuchen Boro","Total Classroom Instruction",10413,10727,11961,11891,11813
23,"Middlesex",3120,"Metuchen Boro","Classroom-Salaries and Benefits",9769,10271,11379,11213,11251
23,"Middlesex",3120,"Metuchen Boro","Classroom-General Supplies and Textbooks",575,378,437,535,421
23,"Middlesex",3120,"Metuchen Boro","Classroom-Purchased Services",69,79,145,143,141
23,"Middlesex",3120,"Metuchen Boro","Total Support Services",2756,2723,3218,3241,3154
23,"Middlesex",3120,"Metuchen Boro","Support Services-Salaries and Benefits",2029,2057,2350,2316,2290
23,"Middlesex",3120,"Metuchen Boro","Total Administrative Costs",1663,1727,1910,1883,1876
